question	answers
In the reading room of a library, there are 10 tables, 4 chairs per table. In each table there are different numbers of people seated. How many ways they will sit in the library so that no chair would be blank?	"Rationale: Let's consider the scenario where all chairs are occupied. Since there are 10 tables with 4 chairs each, a total of 40 people can be seated without any chair left blank.

However, we need to find the number of ways they will sit in the library so that no chair would be blank. This is equivalent to finding the number of ways to choose 40 people out of a group where each table has a different number of people seated.

To solve this problem, we can use combinatorial reasoning. We need to distribute 40 people among the tables in such a way that no table has more than 4 people (as there are only 4 chairs per table).

Let's start by distributing the first person. They can sit at any of the 10 tables, giving us 10 choices. The second person also has 10 choices since they can sit at any table regardless of where the first person sits.

For subsequent people, we need to ensure that no table exceeds its capacity of 4 chairs. This means for every additional person beyond the fourth one at a particular table, we have one fewer choice for their seating arrangement.

Therefore, for each additional person after four at a given table, we reduce our choices by one. The total"
An engine of length 1000 m moving at 10 m/s. A bird is flying from the start of the engine to the end at x kmph and coming back at 2x. Take total time of bird traveling as 187.5 seconds. Find x and 2x	 [INS]
Consider a courier company A which can deliver 100 parcels in 5 days with 5 men working for 8 hours a day. Consider another courier company B where every employee is equally efficient as that of company B. Company B is short of one man when compared to A and has a policy of asking its workers to work only for 6 hours a day. How long (in days) company B will take to deliver 100 parcels.	 Company B will take approximately \(37.5\) days to deliver \(100\) parcels which can be rounded off
"Four people need to cross a dark river at night.
* They have only one torch and the river is too risky to cross without the torch.
* If all people cross simultaneously then torch light wont be sufficient.
* Speed of each person of crossing the river is different.cross time for each person is 1 min, 2 minutes, 7 minutes and 10 minutes.
What is the shortest time needed for all four of them to cross the river ?"	 D
Davji Shop sells samosas in boxes of different sizes. The samosas are priced at Rs. 2 per samosa up to 200 samosas. For every additional 20 samosas, the price of the whole lot goes down by 10 paise per samosa. What should be the maximum size of the box that would maximise the revenue?	 D) None of these
If the ratio of age of mother and son 3:5, and the mother is 12 years old, then what will be the age of son?	 A)20.0
Divide Rs.32000 in the ratio 3:5?	 A)12000,20000
What is the interest due after 40 days for Rs. 3200 at 10% interest per year?	 A
A bakery has 4 varieties of pastries. Each variety is having many number of pastry. I want to purchase of 10 pastries such that I get to taste each variety. How many ways to purchase?	 C
"Fernando Alonso and Sebastian Vettel go for a car race. Before the start of race, both of them have the exactly same amount of fuel in their respective cars. With the given fuel Fernando can drive continuously for 4 hours while Vettel can drive 1 hour more.
After some time they realize that amount of fuel left in Sebastian car is 4 times the fuel in Fernando car.
For long have they been racing ?"	"Rationale: Let the amount of fuel in Fernando's car be F units and the amount of fuel in Vettel's car be V units.

Given that Fernando can drive for 4 hours with F units, so his rate of fuel consumption is F/4 units per hour.
Similarly, Vettel can drive for 5 hours with V units, so his rate of fuel consumption is V/5 units per hour.

After some time racing, it is given that the amount of fuel left in Sebastian's car (V) is 4 times the fuel left in Fernando's car (F). This can be represented as:
V = 4F

Now, let them have been racing for T hours. So at the start of the race:
Amount of fuel used by Fernando = F/4 * T
Amount of fuel used by Vettel = V/5 * T

Since they started with equal amounts of fuel:
F - F/4 * T = V - V/5 * T

Substitute V = 4F into the equation above to get an equation only involving F and solve for T:

F - F/4 * T = 4F - 4F/5 * T
Multiplying through by 20 to clear fractions gives:
"
Kelly finished 30th in a marathon race. if he was the 65th slowest in the race, how many runners were in the race?	 E
One side of a rectangular field is 4 m and its length along diagonal is 5 m. What is the area of the field?	 A
Equal quantities of three mixtures of milk and water are mixed in the ratio 1:2, 2:3 and 3:4. The ratio of water and milk in the mixture is:	"Rationale: Let's consider the quantities of the mixtures to be x liters each. 

For the first mixture:
Milk = 1/3 * x = x/3 liters
Water = 2/3 * x = 2x/3 liters

For the second mixture:
Milk = 2/(2+3) * x = 2x/5 liters
Water = 3/(2+3) * x = 3x/5 liters

For the third mixture:
Milk = 3/(3+4) * x = 3x/7 liters
Water = 4/(3+4) * x = 4x/7 liters

Total milk in all mixtures: (x/3) + (2x/5) + (3x/7)
Total water in all mixtures: (2x/3) + (3x/5) + (4x/7)

Now, we need to find the ratio of water to milk in the total mixture:

Ratio of water to milk =
[(2x / 15) + (9x /15 ) + (16 /21)] : [(5 /15 )+(6 /15)+(8 /21)]
= ["
My company's funding allows for 5 employees. The proposed offer is $315,000 to distribute evenly to the workers, but they employees are demanding $65,000 each. How much more money does the company need to offer to pay all the workers this amount?	 A
In 1978, a kg of paper was sold at Rs25/-. If the paper rate increases at 1.5% more than the inflation rate which is 6.5% a year, then what will be the cost of a kg of paper after 2 years?	 E
Find the cost of carpeting a room 13 m long and 9 m broad with a carpet 75 cm wide at the rate of Rs. 12.40 per square metre.	 E) None of them
The ratio of a numerator to denominator is 2:3. If six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction. Find the numerator.'	 E
"At a casino, gamblers spin a number-wheel containing positive, two-digit numbers. If the gambler bets on a prime number, he/she will win 2 times their bet, if the wheel shows that number. If the gambler bets on a non-prime number, he/she only wins half their bet, if the wheel shows that number. If a gambler won $100, which of the choices is possible?
I. bet $50 on 11
II. bet $50 on 21
III. bet $200 on 89"	 D) I and II only
"One day in December 2015, three 2-digit prime numbers A, B and C, were
given to three members of a High School math team: Ashley, Beth, and Caitlin (respectively).
They had this conversation:
Ashley: \If you two add your numbers, we get precisely today's date!""
Beth: \If you two add your numbers, we get my birthday this month, which was before today.""
Caitlin: \If you two add your numbers, we get my birthday this month, which is after today.""
What number did Caitlin get?"	 D)19
John spent 72% of his budget on fruits ( including apples) , and 36% of his budget on apples. What percent of the money spent on Fruits were not spent on apples.	 E
In a group of 18 children, there are twice as many girls as boys, and twice as many right-handed people as there are left-handed people. If a sixth of the boys are left-handed, how many girls are right-handed?	"Rationale: Let's first find the number of boys and girls in the group. Since there are twice as many girls as boys, let the number of boys be x. Therefore, the number of girls is 2x.

Given that a sixth of the boys are left-handed, we can calculate the total number of left-handed people among the children. Since there are twice as many right-handed people as left-handed people, for every left-handed child there will be two right-handed children.

Let L be the number of left-handed children. So, L = x/6 (since a sixth of boys are left-handed). This means there are 2L right-handed children.

The total number of children is 18:
x + 2x + L + 2L = 18
3x + 3L = 18
3(x + L) = 18
x + L = 6

Substitute L = x/6 into x + L = 6:
x + x/6 = 6
Multiplying by 6 to clear fractions:
6x + x =36
7x=36
x=36/7

Now we know that x=5 and therefore, there are five boys and ten girls in the"
A car is moving at the speed of 60 km per one hour. What is the time elapsed after traveling 130 km?	 A
A farmer is trying to grow the largest pumpkin for the county fair. He estimates that in one month he will grow his current largest pumpkin by 35 percent. A traveling salesman offers him a plant fertilizer that is guaranteed to help grow the pumpkin an additional 5 percent. If the salesman's product works, what is the total percentage increases the farmer will achieve with his pumpkin in one month.	 A
Company X receives 16 applications for a job, 6 of which are from present employees of the company. If 3 of the applicants are to be hired, including exactly one of the applicants who is not a present employee of the company, how many distinct groups of applicants can be selected?	"Rationale: 
Let's break down the problem step by step:
1. Total number of applicants = 16
2. Number of present employees applying = 6
3. Number of external applicants = 16 - 6 = 10

Now, we need to select 3 applicants in total:
- We must include exactly one applicant who is not a present employee.

To find the distinct groups of applicants that can be selected, we will calculate this in two steps:

Step 1: Selecting one non-present employee and two from the remaining pool.
Number of ways to select one non-present employee out of 10 external applicants = C(10,1) = 10
Number of ways to select two present employees out of the remaining present employees (6) = C(6,2) = 15

Total ways for Step 1 = (ways for selecting non-present employee) * (ways for selecting present employees)
Total ways for Step 1 = 10 * 15

Step 2: Selecting all three from only external candidates.
Number of ways to select all three from external candidates only (without any restriction now) = C(10,3)

Adding both steps gives us the total distinct groups that can be selected:
Total"
The measures of the interior angles taken in order of a polygon form an arithmetic sequence. The least measurement in the sequence is 850. The greatest measurement is 2150. Find the number of sides in the given polygon	 C
An oculist charges $30.00 for an eye examination, frames, and glass lenses, but $48.00 for an eye examination, frames, and plastic lenses. If the plastic lenses cost four times as much as the glass lenses, how much do the glass lenses cost?	 D) $6
A salon spa loyalty program magazine charges a $250 program fee. In light of new tax laws, the price is planned to be increased by $40. If the program could lose 400 subscribers thereafter and still collect the same revenue as it did before, how many subscribers did the magazine have last year?	 E
A picks a number from the bag where the bag consists of numbers from {1,2....23} and puts it in the same bag. Now, another person B picks a number from the bag. Find the probability that A has picked a greater number than B?	" C

Test Question:
Q: If x varies directly as y and inversely as z and x=4 when y"
Ram has 12 pennies. He lost 5 of his pennies, how many does he have now?	 C
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	 C
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	 C) $325
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	 C
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	 C)37
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	 E
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	 B)60%
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	 A)5 hr
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	"Rationale: Let's denote the number of boys as B and the number of girls as G. Given that there are twice as many girls as boys, we have G = 2B.

During prayer, each girl bows to all other girls, boys, and the teacher. Similarly, each boy also bows to all other girls, boys, and the teacher. So in total, each person bows to G + B + 1 people.

Given that each day 900 bows are completed, we can set up an equation based on this information:
Total number of bows = Number of students * (Number of people they bow to)
900 = (B + G) * (G + B + 1)

Substitute G = 2B into the equation:
900 = (B + 2B) * (2B + B + 1)
900 = 3B * (3B + 1)
900 = 9B^2 + 3B
Rearranging terms gives us a quadratic equation:
9B^2 + 3B - 900 =0

Now we need to solve this quadratic equation for B using factorization or any suitable method.

After solving for B you will get two values but since we are looking for"
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	"Rationale: Let's denote the rate at which the hot water tap fills the tub as H, and the rate at which the cold water tap fills the tub as C. We know that:

Hot water tap fills in 6 hours -> Rate of hot water tap (H) = 1/6
Cold water tap fills in 4 hours -> Rate of cold water tap (C) = 1/4
The lid empties in 13 hours -> Rate of lid emptying = -1/13 (negative because it is removing water)

When both taps are open along with the lid, their rates add up:
Combined rate = H + C - 1/13

Since we want to find out how long it takes to fill the tub when all three are working together, we set up an equation where time taken is unknown (let's denote it as T):

(Combined rate) * T = 1
(Total work done by all three combined should be filling up one tub)

Substitute the values:
(1/6 + 1/4 - 1/13) * T = 1
(2/12 +3 /12 -2 /26)*T=26 /26
(7-4)/24*T="
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	 [INS]
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	 D
At a company meeting, M men and W women meet in a conference room. If the ratio of men to women is 2:3 at the meeting and the conference room can hold no more than 64 people, then what is the maximum number of women who can be at the meeting?	 B
A password needs to contain 2 letters and 3 numbers. How many different passwords are possible if repetition of letters and numbers is allowed?	 A)676000
In a end-of-season sale, the prices at a store have been cut to 90%. How many dollars would a $50 item cost?	 A) $5
