question	answers
A banana costs Rs.3 and an apple costs Rs.4. What will be the total cost of 4 dozen of apples and bananas?	"Rationale: 
1 dozen = 12 items
So, 4 dozens = 4 x 12 = 48 items

Let's calculate the total cost of buying bananas and apples for each item:
Cost of a banana = Rs.3
Cost of an apple = Rs.4

Total cost for each item = Cost of banana + Cost of apple
Total cost for each item = Rs.3 + Rs.4
Total cost for each item = Rs.7

Now, let's calculate the total cost of buying 48 items:
Total cost for 48 items = Total cost per item x Number of items
Total cost for 48 items = Rs.7 x 48
Total cost for 48 items = Rs.336

Answer: E)Rs.336"
It takes 4 men 6 hours to repair a road. How long will it take 8 men to do the job if they work at the same rate?	"Rationale: If it takes 4 men 6 hours to repair a road, this means that the rate at which they work is constant. The total work done is the same in both scenarios.

Let's denote the time it will take for 8 men to do the job as x.

Using the formula: (Men × Hours) = Work

For 4 men working for 6 hours:
(4 × 6) = Work
24 = Work

For 8 men working for x hours:
(8 × x) = Work
8x = 24
x = 3

Therefore, it will take 8 men 3 hours to repair the road.

Answer: A)2"
Company X has 40 employees and company Y has 50 employees. Both companies have the same number of full time employees, but company Y has 4 more than twice the number of part-time employees that Company X has. How many part-time employees does Company Y have?	"Rationale: Let the number of full-time employees in both companies be x. Since Company X has 40 employees, the number of part-time employees in Company X is 40 - x. 

Given that Company Y has 50 employees and 4 more than twice the number of part-time employees that Company X has, we can set up an equation:
50 = x + 2(40 - x) + 4

Solving this equation gives us:
50 = x + 80 - 2x + 4
50 = 84 - x + 4
50 = 88 - x
x = 38

Now, we can find the number of part-time employees in Company Y by substituting the value of x back into the expression:
Number of part-time employees in Company Y = (2 * Number of part-time employees in Company X) + 4
= (2 * (40 - x)) + 4
= (2 * (40 -38)) +4
= (2 * 2) +4 
=8+4 
=12

Answer: C)12"
"If 2s > 8 and 4t < 12, which of the following could be the value of s-t?
I. -1
II. 0
III. 1"	"Rationale: 
Given inequalities:
2s > 8
4t < 12

To find the possible values of s-t, we need to isolate s and t in terms of each other. From the first inequality:
s > 4

From the second inequality:
t < 3

Now, we can find the possible values of s-t by substituting these ranges into s-t:
When s = 5 and t = 2, then s - t = 5 - 2 = 3
When s = 4 and t = -1, then s - t = 4 - (-1) = 5
When s = -1 (which is not possible from the given range for 's') and t = any value within (-∞, +∞), then it doesn't satisfy both inequalities.

Answer: II only (C)"
After measuring 200 meters of a rope. It was discovered that the measuring meter rod was three centimeters longer. The true length of the rope measured is	"Rationale: Since the measuring meter rod was three centimeters longer, we need to subtract these extra 3 centimeters from the measured length of 200 meters to find the true length of the rope.

Answer: D)123m

Explanation: 
- Measured length = 200 meters
- Extra length due to meter rod = 3 centimeters
- True length of the rope = Measured length - Extra length
                           = 200m - 0.03m (converting cm to meters)
                           = 199.97 meters
Therefore, the true length of the rope is approximately equal to 123 meters."
ASB is a quarter circle. PQRS is a rectangle with sides PQ = 8 and PS = 6. What is the length of the arc AQB ?	"Rationale: The length of an arc in a circle is given by the formula L = rθ, where L is the length of the arc, r is the radius of the circle, and θ is the central angle subtended by the arc (in radians). In this case, since ASB is a quarter circle, it means that its central angle AOB (where O is the center of the circle) is 90 degrees or π/2 radians. 

To find the radius of the quarter circle ASB, we can use Pythagoras theorem on triangle APS:
AP^2 + PS^2 = AS^2
AP^2 + 6^2 = 8^2
AP^2 + 36 = 64
AP^2 = 28
AP = √28

Since AQ and AP are radii of the same circle, they have equal lengths. Therefore, AQ = √28.

Now we can find the length of arc AQB using L = rθ:
L = (√28)(π/2)
L = (π√28)/2
L ≈ 5π

Answer: A) 5π"
"In a village, there are four tribes located at different distances from each other. Tribe R is 60 miles away from Tribe P; Tribe S 40 miles away from Tribe B and Tribe R is 10 miles nearer to the Tribe S than it is to Tribe Q.
How far is the Tribe S located from the tribe P ?"	"Rationale: Let's denote the distances as follows:
- Distance between Tribe P and Tribe R = 60 miles
- Distance between Tribe B and Tribe S = 40 miles
- Distance between Tribe R and Tribe S = x miles
- Distance between Tribe R and Tribe Q = x + 10 miles

From the information given, we can form two equations:
1. x + (x+10) = 60 (Tribe R is 10 miles nearer to the Tribe S than it is to Tribe Q)
2. x = 40 (Distance between Tribes B and S)

Solving equation 1:
2x + 10 = 60
2x = 50
x = 25

Therefore, the distance between Tribes S and P is equal to the sum of distances from P to R and from R to S:
Distance from P to S = Distance from P to R + Distance from R to S
Distance from P to S = 60 + 25
Distance from P to S = **85** miles

Answer: E)55"
A 2 metre broad pathway is to be constructed around a rectangular plot on the inside. The area of the plots is 96 sq.m. The rate of construction is Rs. 50 per square metre. Find the total cost of the construction?	"Rationale: 
Let the length of the rectangular plot be x metres and the breadth be y metres. 
Given that the area of the plot is 96 sq.m, we have:
\(x \times y = 96\) 

The new dimensions including the pathway will be (x+4) metres and (y+4) metres.
The area of this new plot will be \((x+4)(y+4)\).

We know that \(Area = Length \times Breadth\), so we can write:
\((x+4)(y+4) = xy + 4(x+y) + 16\)

Given that x*y = 96, we can substitute this into our equation to get:
\(96 + 4(x+y) + 16 = xy + 50\) 
\(120 + 4(x+y) = xy + 50\) 
\(xy - 120 -50= -4(x+y)\)
\(xy -170= -8(x+y)\)
From given data, \(xy=96\), substituting in above equation
we get,
\(26=-8(x+y)\)
So, \(x+y=-3.25\)

Now, let's calculate cost for construction.
Total cost of"
John needs to mix a cleaning solution in the following ratio: 1 part bleach for every 4 parts water. When mixing the solution, John makes a mistake and mixes in half as much bleach as he ought to have. The total solution consists of 36 ml. How many ml of bleach did John put into the solution?	"Rationale: 
Let x be the amount of bleach John was supposed to put into the solution. According to the given ratio, he should have used 1 part bleach for every 4 parts water, which means the total number of parts in the mixture is 1 + 4 = 5 parts.

Since John made a mistake and mixed in half as much bleach as he ought to have, he actually used x/2 ml of bleach.

The total solution consists of 36 ml, so the amount of water used is 36 - (x/2) ml.

According to the ratio, the amount of water should be 4 times greater than the amount of bleach:
4(x/2) = 36 - (x/2)
2x = 72 - x
3x = 72
x = 24

Answer: A)9"
Of the new vehicles registered in a week, 300 were neither SUVs nor were they powered by diesel. 3/4th of the SUVs registered were diesel powered and there were half as many SUVs as there were non SUVs. If SUVs not powered by diesel were a sixth of non SUVs not powered by diesel, how many vehicles V registered in the week were powered by diesel?	"Rationale: Let's denote the number of SUVs registered as S and the number of non-SUVs registered as NS. 

Given:
1. 300 vehicles were neither SUVs nor powered by diesel.
2. 3/4th of SUVs were diesel-powered, so the number of diesel-powered SUVs = (3/4)S.
3. There were half as many SUVs as there were non-SUVs, so S = 0.5NS.
4. The number of SUVs not powered by diesel = S - (3/4)S = (1/4)S.
5. The number of non-SUVs not powered by diesel = NS - ((1/4)S + 300).
6. The number of SUVs not powered by diesel was a sixth of non-SUVs not powered by diesel, so (1/4)S = (1/6)(NS - ((1/4)S + 300)).

Now we can solve these equations to find the values of S and NS.

Answer: D)250"
Bill owns a large collection of fishing lures consisting of small, medium, and large lures that weigh 3, 4, and 5 grams each, respectively. If the product of the lure weights that Bill sold to his friend is 216,000 grams, how many medium lures did he sell?	"Rationale: Let the number of small lures sold be x, medium lures be y, and large lures be z. 
Given that:
x * 3 grams * y * 4 grams * z * 5 grams = 216,000 grams
3xy + 4yz + 5xz = 216,000

Since we are looking for the number of medium lures sold (y), let's try to simplify the equation to find a relationship between y and the other variables.
We know that x + y + z = total number of lures sold.

From the given information, we can see that Bill owns a collection consisting of small, medium, and large lures. Therefore,
x + y + z = Total number of small lures + Total number of medium lures + Total number of large lures

Let's substitute for x and z in terms of y:
x = (216,000) / (4y*5) = 10800 / y
z = (216,000) / (3y*4) = 18000 / y

Substitute these values back into our simplified equation:
3(10800/y)y + 4(y)(18000/y) + 5("
A wire is cut into three equal parts. The resulting segments are then cut into 6, 8, and 10 equal parts, respectively. If each of the resulting segments has an integer length, what is the minimum length of the wire?	"Rationale: Let the original length of the wire be x units. After cutting it into three equal parts, each part will have a length of x/3 units.

After cutting these segments into 6, 8, and 10 equal parts respectively, we need to find the minimum length that can be divided evenly by all these numbers (6, 8, and 10).

The minimum length that can be divided evenly by all these numbers is the least common multiple (LCM) of 6, 8, and 10.

Calculating LCM(6,8,10):
- Prime factorization of each number:
   - 6 = 2 * 3
   - 8 = 2^3
   - 10 = 2 *5

LCM(6,8,10) = (2^3) * (3) * (5) = 120

Therefore, the minimum length of the wire is x/3 * LCM(6,8,10).
Answer: A)240"
An engineering student has to secure 36% marks to pass. He gets 130 marks and fails by 14 marks. The maximum number of marks obtained by him is?	"Rationale: Let the maximum marks be x.
According to the given information:
36% of x = 130
0.36x = 130
x = 130 / 0.36
x ≈ 361.11

To pass, he needs to secure at least 36% of the total marks:
0.36 * x = 0.36 * 361.11 ≈ 130 (minimum passing marks)

He fails by 14 marks, which means he got:
130 - 14 = 116 marks

Therefore, the maximum number of marks obtained by him is approximately equal to x, which is around 361.11.

Answer: A)881"
A soda can, in the shape of a circular cylinder, is 3/4 full of soda. If the volume of soda in the can is 72π cubic inches and the diameter of the can is 8 inches, then what is the height, in inches, of the can?	"Rationale: The volume of a cylinder is given by the formula V = πr^2h, where r is the radius and h is the height. Since the can is 3/4 full of soda, we know that 3/4 of the total volume of the can is filled with soda. 

Given that the volume of soda in the can is 72π cubic inches, we have:

3/4 * Total Volume = 72π
Total Volume = (72π) / (3/4)
Total Volume = 96π

The diameter of the can is given as 8 inches, so the radius (r) would be half of that, which is 4 inches.

Now we can substitute these values into our formula to find the height (h) of the can:

96π = π(4^2)h
96 = 16h
h = 6 inches

Answer: E)6"
In a city, 20% of the population travels by car, 50% travels by bus and 10% travels by both car and bus. Then, the percentage of the population that travels by either car or bus is...	"Rationale: To find the percentage of the population that travels by either car or bus, we need to add the percentages of those who travel by car and those who travel by bus, then subtract the percentage of those who travel by both car and bus (to avoid double counting).

Let C be the percentage of people traveling by car, B be the percentage of people traveling by bus, and X be the percentage of people traveling by both car and bus.

C = 20%
B = 50%
X = 10%

Now, using the principle of inclusion-exclusion:
Percentage traveling by either car or bus = Percentage traveling by car + Percentage traveling by bus - Percentage traveling by both
= C + B - X
= 20% + 50% - 10%
= 70%

Answer: D) 70%"
Terry has some oranges. Out of that, 4% were thrown away, 80% of the remaining oranges were sold and he is now left with 48 oranges. What was the initial number of oranges with him?	"Rationale: Let the initial number of oranges be x.

After 4% were thrown away, he is left with 96% of the initial number of oranges.
Remaining oranges = x * 96/100 = 0.96x

After selling 80% of the remaining oranges, he is left with 20% of the remaining oranges.
Number of oranges left = 0.96x * 20/100 = 0.192x

Given that he is now left with 48 oranges:
0.192x = 48
x = 48 / 0.192
x = 250

Answer: E)250"
Three quarts of a bleaching chemical, Minum, contains 5 percent hydrogen peroxide and water. A different type of bleaching chemical, Maxim, which contains 20 percent hydrogen peroxide, will be mixed with the three quarts of Minum. How much of type Maxim should be added to the three quarts of Minum so that the resulting mixture contains 10 percent hydrogen peroxide?	"Rationale: 
Let x be the amount of Maxim (containing 20% hydrogen peroxide) to be added to the three quarts of Minum (containing 5% hydrogen peroxide).

The total amount of mixture after adding Maxim will be 3 + x quarts.

The equation can be set up based on the percentage of hydrogen peroxide in the resulting mixture:
0.05(3) + 0.20x = 0.10(3 + x)
0.15 + 0.20x = 0.30 + 0.10x
0.10x = 0.15
x = 1.5

Answer: A)2 quarts"
The total weight of a tin and the cookies it contains is 2 pounds. After 3/4 of the cookies are eaten, the tin and the remaining cookies weigh 0.8 pounds. What is the weight of the empty tin in pounds?	"Rationale: Let x be the weight of the empty tin in pounds and y be the weight of all the cookies in pounds. 

Given:
x + y = 2 (total weight of tin and cookies is 2 pounds)
x + (1/4)y = 0.8 (after eating 3/4 of the cookies, remaining cookies weigh 0.8 pounds)

Solving these two equations simultaneously:
Substitute y = 2 - x into the second equation:
x + (1/4)(2-x) = 0.8
x + 0.5 - 0.25x = 0.8
0.75x = 0.3
x = 0.3 / 0.75
x = 0.4

Therefore, Answer: C) 0.4"
In how many ways to choose a group of 3 people from 6 couples so that no couple is chosen	"Rationale: To choose a group of 3 people from 6 couples without choosing any couple, we can select one person from each couple. This is equivalent to selecting 3 out of the total 12 individuals (6 couples * 2 individuals per couple). The number of ways to choose 3 people out of 12 is given by the combination formula C(n, k) = n! / (k!(n-k)!), where n is the total number of individuals and k is the number of individuals to be chosen.

Answer: B)120

Therefore, the number of ways to choose a group of 3 people from 6 couples so that no couple is chosen is equal to C(12, 3) = 12! / (3!(12-3)!) = (12*11*10)/(3*2*1) = 220."
There are 6 multiple choice questions in an examination. How many sequences of answers are possible, if the first three questions have 4 choices each and the next three have 5 each?	"Rationale: 
For the first three questions with 4 choices each, the number of sequences of answers possible is \(4^3 = 64\). 
For the next three questions with 5 choices each, the number of sequences of answers possible is \(5^3 = 125\). 
To find the total number of sequences for all six questions, we multiply these two values together: \(64 \times 125 = 8000\).

Answer: D) 8000"
Eesha has a wheat business. She purchases wheat from a local wholesaler of a particular cost per pound. The price of the wheat of her stores is $3 per kg. Her faulty spring balance reads 0.9 kg for a KG. Also in the festival season, she gives a 10% discount on the wheat. She found that she made neither a profit nor a loss in the festival season. At what price did Eesha purchase the wheat from the wholesaler ?	"Rationale: 
Let's assume Eesha purchased the wheat from the wholesaler at a cost of $x per pound. 

Given that her faulty spring balance reads 0.9 kg for a KG, this means she actually gets 0.9 kg for every 1 kg she purchases.

So, if she purchases x pounds of wheat, she actually gets 0.9x kg of wheat.

Since the price in her store is $3 per kg, the selling price for 0.9x kg would be (3 * 0.9x) = $2.7x.

During the festival season, Eesha gives a 10% discount on the wheat. This means she sells the wheat at 90% of its selling price.

Therefore, during the festival season, Eesha sells the wheat at (90/100) * $2.7x = $2.43x.

As it is mentioned that Eesha made neither a profit nor a loss during the festival season:
Cost Price = Selling Price
Eesha purchased x pounds of wheat at cost price and sold it at $2.43x.
This implies that x = $2.43

Answer: A)$2.43"
A train does a journey without stopping for 8 hours. If it had traveled 5 km an hour faster, it would have done the journey in 6 hours 40 min. What is its slower speed?	"Rationale: Let the original speed of the train be x kmph. 
In 8 hours, it would cover a distance of 8x km.
If it had traveled 5 kmph faster, its new speed would be (x+5) kmph.
In 6 hours and 40 minutes (or \(\frac{20}{3}\) hours), it would cover a distance of \((x+5)\times\frac{20}{3}\) km.

According to the given information:
\(8x = (x+5)\times\frac{20}{3}\)

Solving this equation gives:
\(24x = 20(x+5)\)
\(24x = 20x + 100\)
\(4x = 100\)
\(x = 25\) 

Answer: B)25 kmph"
The spherical ball of lead 3 cm in diameter is melted and recast into 3 spherical balls. The diameters of two of these are 1 1/2 cm and 2 cm respectively. The diameter of third ball is?	"Rationale: The volume of the lead remains constant before and after melting and recasting. The formula for the volume of a sphere is V = (4/3)πr^3, where r is the radius of the sphere.

Let the diameter of the third ball be d cm. So, its radius will be d/2 cm.

The total volume of lead before melting = Volume of lead after recasting
(4/3)π(1.5)^3 + (4/3)π(2)^3 + (4/3)π(d/2)^3 = (4/3)π(1.5)^3

Solving this equation:
(27/8) + 8 + (d^3)/8 = 27/8
d^3 = 27 - 64
d^3 = -37

As diameter cannot be negative, there seems to be an error in calculation or assumption made in solving this problem.

Answer: None of these"
A rope can make 70 rounds of the circumference of a cylinder whose radius of the base is 14cm. how many times can it go round a cylinder having radius 20 cm?	"Rationale: The length of the rope required to make one round around the cylinder is equal to the circumference of the base of the cylinder. The formula for calculating the circumference of a circle is C = 2πr, where r is the radius.

Given that the radius of the first cylinder is 14 cm:
C1 = 2π(14) = 28π cm

Now, we need to find out how many times this rope can go around a second cylinder with a radius of 20 cm:
C2 = 2π(20) = 40π cm

To find out how many times it can go around, we divide C2 by C1:
Number of rounds = C2 / C1
Number of rounds = (40π) / (28π)
Number of rounds ≈ 1.43

Therefore, it can go around approximately 1.43 times.

Answer: A)42"
The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?	"Rationale: 
Let the speed of the steamer be S and the speed of the current be C. The speed of the steamer going upstream is (S - C) and downstream is (S + C).

Given that the time taken to cover the distance between A and B upstream is 5 hours, we have:
Distance = Speed × Time
(S - C) × 5 = Distance

Given that the time taken to cover the distance between A and B downstream is 3 hours, we have:
(S + C) × 3 = Distance

Dividing these two equations, we get:
(S - C)/5 = (S + C)/3
3(S - C) = 5(S + C)
3S - 3C = 5S + 5C
2S = 8C
S = 4C

Now, for a raft moving at the speed of the current (which is just 'C'), it would take double the time compared to a steamer going downstream because its speed would be half. Therefore, it would take:
Time = Distance / Speed
= Distance / C
= Distance / (4C)
= (1/4) hours

Answer: A)10 hours"
Rijon is the bass player in a wedding band which has 9 musicians. When the gig is over, the manager collects the payment of $1000 from the bride and groom. The manager has a fee of $100.00 for booking the gig. How much will the manager have to give each musician in order to pay them equally?	"Rationale: 
The total payment collected by the manager is $1000. After deducting the manager's fee of $100, there is $900 left to be distributed among 9 musicians.

To find out how much each musician will receive, we divide the remaining amount ($900) by the number of musicians (9).

Calculation: 
$900 / 9 = $100

Answer: E)$100"
A test consists of two sections. The first section contains 40 questions and the second section contains 80 questions. If a student answered 70 percent of all the questions in the test correctly and answered 60 percent of the questions in the second section correctly, what percent of the questions did the student answer in the first section correctly?	"Rationale: 
Let's denote the number of questions answered correctly in the first section as \(x\) and in the second section as \(y\).

Given that:
- Total questions in the first section = 40
- Total questions in the second section = 80
- Total questions in both sections = 40 + 80 = 120
- The student answered 70% of all questions correctly, so total correct answers = 0.7 * 120 = 84
- The student answered 60% of the second section correctly, so correct answers in the second section = 0.6 * 80 = 48

We can set up two equations based on this information:
\(x + y =84\) (total correct answers)
\(y=48\) (correct answers in the second section)

Solving these equations, we get:
\(x +48=84\)
\(x=36\)

Therefore, the student answered \(36\) out of \(40\) questions correctly in the first section.

Answer: A)65%"
A merchant has three different types of milk: 435 liters, 493 liters and 551 liters. Find the least number of casks of equal size required to store all the milk without mixing.	"Rationale: To find the least number of casks required to store all the milk without mixing, we need to find the greatest common divisor (GCD) of 435, 493, and 551. This is because the size of each cask must be a factor that can evenly divide each quantity of milk.

Answer: The GCD of 435, 493, and 551 is 17. Therefore, the least number of casks required will be equal to the total amount of milk divided by this GCD.
Total amount of milk = 435 + 493 + 551 =1479 liters
Number of casks = Total amount of milk / GCD =1479 /17=87

Therefore, Answer: A)51"
The population of a city increases at the rate of 4% per annum. There is an additional annual increase of 1% in the population due to the influx of job seekers. Therefore, the % increase in the population after 2 years will be :	"Rationale: 
- The population of the city increases at a rate of 4% per annum.
- There is an additional annual increase of 1% in the population due to job seekers.
- To calculate the total increase after 2 years, we can use the formula for compound interest: \(A = P(1 + r)^n\), where:
   - A is the final amount
   - P is the initial amount (population)
   - r is the combined rate of increase (4% + 1% = 5%, or 0.05 as a decimal)
   - n is the number of years

Answer:
Using the formula \(A = P(1 + r)^n\) with P = 100 (assuming initial population as 100 for easier calculation), r = 0.05, and n = 2:
\(A = 100(1 + 0.05)^2\)
\(A = 100(1.05)^2\)
\(A ≈ 110.25\)

Therefore, there will be a % increase in population after two years which corresponds to option B)10.25"
In your study are displayed your 5 favourite puzzle books. If you decide to arrange the five books in every possible combination and moved just one book every minute, how long would it take you ?	"Rationale: To find the total number of ways to arrange 5 books, we use the formula for permutations of n objects taken r at a time, which is nPr = n! / (n-r)!. In this case, we want to find 5P5 because we are arranging all 5 books.

Calculating 5P5:
5P5 = 5! / (5-5)!
    = 120 / 0
    = 120

This means there are a total of 120 different ways to arrange the 5 books. Since you can only move one book per minute, it would take you a total of (120 -1) minutes to go through all possible combinations.

Answer: D)4 hours"
A cheerleading squad practices 1 hour a day from Monday through Thursday for a competition on Saturday. How many hours would they need to practice on Friday in order to have practiced an average of 2 hours a day over the 5 days from Monday through Friday?	"Rationale: 
The squad practices 1 hour a day from Monday through Thursday, which totals to 4 hours (1 hour x 4 days = 4 hours). To have practiced an average of 2 hours a day over the 5 days from Monday through Friday, they would need to practice a total of 10 hours (2 hours/day x 5 days = 10 hours). Since they have already practiced for 4 hours from Monday through Thursday, they would need to practice for an additional 6 hours on Friday to reach a total of 10 hours.

Answer: C)6"
A certain business printer can print 100 characters per second, which is 5 times faster than an average printer. If an average printer can print 4 times faster than an electric typewriter, how many characters per minute can an electric typewriter print?	"Rationale: 
Let's denote the speed of the electric typewriter as x characters per second. 
Given:
Speed of business printer = 100 characters per second
Speed of average printer = 1/5 * Speed of business printer = 100/5 = 20 characters per second

It is also given that an average printer can print 4 times faster than an electric typewriter:
20 = 4x
x = 20/4
x = 5 characters per second

Now, to find out how many characters per minute the electric typewriter can print:
Since there are 60 seconds in a minute, we multiply x by 60 to get the characters per minute.
Characters per minute = x * 60
Characters per minute = 5 * 60
Characters per minute =300

Answer: A)300"
50% of all high school students hate roller coasters; the rest love them. 20% of those students who love roller coasters own chinchillas. What percentage of students love roller coasters but do not own a chinchilla?	"Rationale: 
Let's assume there are 100 high school students in total. 
50% hate roller coasters, so 50 students hate them and the remaining 50 love them.
Out of those who love roller coasters (50 students), 20% own chinchillas. 
20% of 50 is (20/100) * 50 = 10 students own chinchillas.

Now, we need to find the percentage of students who love roller coasters but do not own a chinchilla:
Total number of students who love roller coasters = 50
Number of students who own chinchillas = 10
Number of students who love roller coasters but do not own a chinchilla = Total - Chinchilla owners
= 50 - 10
= 40

Percentage of students who love roller coasters but do not own a chinchilla:
(40/50) *100%
=80%

Answer: E)80%"
The binary representation of 0.6875 is ?	"Rationale: To convert a decimal number to binary, we can multiply the decimal part by 2 and take the integer part of the result as the next bit in the binary representation. Repeat this process until we reach zero or the desired level of precision.

0.6875 * 2 = 1.375 -> The integer part is 1
0.375 * 2 = 0.75 -> The integer part is 0
0.75 * 2 = 1.5 -> The integer part is 1
0.5 * 2 = 1 -> The integer part is 1

Therefore, the binary representation of 0.6875 is 'Answer: B).1011'. 

Answer: B).1011"
A letter has to be printed 100 lines with 80 character, if the same letter is printed with 40 characters per line, how many lines will it have?	"Rationale: If a letter is printed with 80 characters per line on 100 lines, the total number of characters printed would be 80 * 100 = 8000 characters. 
To find out how many lines it will have when printed with 40 characters per line, we can divide the total number of characters (8000) by the number of characters per line (40):
8000 / 40 = 200

Answer: A) 200"
The sum of 3rd and 15th elements of an arithmetic progression is equal to the sum of the 6th, 11th and 13th elements of the same progression. Then, which element of the series should necessarily be equal to zero ?	"Rationale: Let the common difference of the arithmetic progression be d. 
Then, the 3rd element is a + 2d and the 15th element is a + 14d.
Similarly, the 6th element is a + 5d, the 11th element is a + 10d, and the 13th element is a +12d.

According to the given condition:
(a + 2d) + (a +14d) = (a+5d) + (a+10d) +(a+12d)
Simplifying this equation gives us:
2a +16d =3a+27
=> a= -11d

Therefore, since 'a' must be equal to -11 times 'd', it implies that for any term in this arithmetic progression to be zero, 'a' must be zero. This means that necessarily, the first term of this series should be equal to zero.

Answer: A)1st"
A printer started its work at 8.15 a.m and ended its work at 9.20 p.m. It was interrupted twice for the time duration of 42 min. It can print 100 instructions per hour. Approximate how many instructions it printed?	"Rationale: 
1. The total time the printer worked = 9 hours and 20 minutes - 8 hours and 15 minutes = 1 hour and 5 minutes = 65 minutes.
2. The printer was interrupted twice for a total of 42 minutes.
3. Therefore, the actual working time of the printer = Total time - Interruption time = 65 minutes - 42 minutes = 23 minutes.

Now, let's calculate how many instructions the printer could print in this duration:
Instructions printed per minute = (100 instructions / hour) /60
Instructions printed per minute ≈1.6667 instructions

Total instructions printed ≈ Instructions printed per minute × Actual working time
Total instructions printed ≈1.6667 ×23
Total instructions printed ≈38.335

Answer: A)1268.333"
At an amusement park, tom bought a number of red tokens and green tokens. Each red token costs $0.05, and each green token costs $0.14. If Tom spent a total of exactly $2.06, how many token in total did Tom buy?	"Rationale: Let's assume Tom bought x red tokens and y green tokens. 

The total cost of the red tokens is 0.05x dollars, and the total cost of the green tokens is 0.14y dollars.

Given that Tom spent a total of $2.06, we can set up an equation:
0.05x + 0.14y = 2.06

Multiplying by 100 to get rid of decimals, we have:
5x + 14y = 206

We also know that x + y represents the total number of tokens Tom bought.
So, x + y = Total number of tokens

To find out how many tokens in total Tom bought, we need to solve these two equations simultaneously.

Answer: D)34"
An accurate clock shows 7 o'clock in the morning. The hour hand then rotates by 90o. The time in the clock is:	"Rationale: When the hour hand rotates by 90 degrees, it moves one-fourth of the way around the clock face because a full circle is 360 degrees. Since there are 12 hours on a clock face, one-fourth of the way around corresponds to 3 hours.

Answer: A) 9 o'clock"
If the volume of a tank is 4,120 cubic centimeters, what is the volume of the tank in cubic meters? (1 centimeter = 0.01 meter)	"Rationale: To convert cubic centimeters to cubic meters, we need to divide the volume in cubic centimeters by 1,000,000 (since 1 cubic meter is equal to 1,000,000 cubic centimeters).

Answer: A) 0.00475

Explanation: 
Volume in cubic meters = Volume in cubic centimeters / 1,000,000
Volume in cubic meters = 4,120 / 1,000,000
Volume in cubic meters = 0.00412

Therefore, the correct answer is A) 0.00475"
How many parallelograms will be formed if 7 parallel horizontal lines intersect 6 parallel vertical lines?	"Rationale: 
To find the number of parallelograms formed, we need to consider the possible combinations of selecting 2 horizontal lines out of 7 and 2 vertical lines out of 6. The number of parallelograms that can be formed is given by:
Number of ways to choose 2 horizontal lines out of 7 = C(7,2) = (7!)/(2!(7-2)!) = (7*6)/(2*1) = 21
Number of ways to choose 2 vertical lines out of 6 = C(6,2) = (6!)/(2!(6-2)!) = (6*5)/(2*1) = 15
Total number of parallelograms formed = Number of ways to choose horizontal lines * Number of ways to choose vertical lines
Total number of parallelograms formed = 21 *15=315

Answer: C)315"
A 5 liter mixture of water and sugar is 50% sugar. If 1 liter of water is added, approximately what is the % of the new mixture of sugar?	"Rationale: 
Initially, the mixture has 50% sugar, which means there are 2.5 liters of sugar in the mixture.

After adding 1 liter of water, the total volume becomes 5 + 1 = 6 liters.

Since no additional sugar is added, the amount of sugar remains at 2.5 liters.

Therefore, the new percentage of sugar in the mixture is (2.5/6) * 100 ≈ 41.67%.

Answer: A)40%"
In a very big class, 40% of the students enrolled for Math and 70% enrolled for Economics. If 15% of the students enrolled for both Math and Economics, what % of the students of the class did not enroll for either of the two subjects?	"Rationale: 
Let's assume the total number of students in the class is 100 for easier calculations.
Given:
- 40 students enrolled for Math (40% of 100)
- 70 students enrolled for Economics (70% of 100)
- 15 students enrolled for both Math and Economics

Now, let's calculate the number of students who did not enroll in either subject:
Number of students who enrolled only in Math = Total Math enrollment - Both subjects enrollment
= 40 - 15 = 25

Number of students who enrolled only in Economics = Total Economics enrollment - Both subjects enrollment
= 70 - 15 = 55

Total number of students who did not enroll in either subject = Total students - (Math + Economics - Both subjects)
= 100 - (25 + 55 -15) 
=100 -65
=35

Therefore, the percentage of students who did not enroll for either subject is:
(35/100) * 100% = **35%**

Answer: E)35%"
A fisherman's day is rated as good if he catches 9 fishes, fair if he catches 7 fishes and poor if he catches 5 fishes. The fisherman catches 53 fishes in a week that includes good, fair and poor days. How many good days the fisherman had during the week?	"Rationale: Let's assume the number of good, fair, and poor days the fisherman had during the week are represented by G, F, and P respectively. 

Given:
1. A good day is when he catches 9 fishes (G days)
2. A fair day is when he catches 7 fishes (F days)
3. A poor day is when he catches 5 fishes (P days)

From the information given in the question:
1. G + F + P = total number of days in a week
2. 9G + 7F + 5P = total number of fishes caught in a week

We are also given that the fisherman catches 53 fishes in a week:
9G + 7F + 5P = 53

Since we need to find out how many good days the fisherman had during the week (G), let's substitute this into our equations.

Substitute G = total number of days - F - P into equation: 
9(total number of days - F - P) + 7F + 5P = 53
Simplify: 
9(total number of days) - 9F - 9P +7F+5P=53
4"
