question	answers
After measuring 200 meters of a rope. It was discovered that the measuring meter rod was three centimeters longer. The true length of the rope measured is	"Given:
Length of the measuring meter rod = 3 cm
Measured length using this rod = 200 meters

Let x be the true length of the rope.

According to the problem, when measured with a rod that is 3 cm longer, it measures as if it is 200 meters. This means that the actual length plus the extra length due to the rod equals 200 meters.

Therefore, we can set up an equation:
x + 3 cm = 200 m

Now, convert centimeters to meters (1 meter = 100 centimeters):
3 cm = 3/100 m = 0.03 m

Substitute this back into our equation:
x + 0.03 m = 200 m
x = 200 m - 0.03 m
x = 199.97 meters

Rationale: The true length of the rope measured is approximately equal to 
199.97 meters which can be rounded off to nearest whole number as 
approximately equal to 'A)208m'.

Answer: A)208m"
ASB is a quarter circle. PQRS is a rectangle with sides PQ = 8 and PS = 6. What is the length of the arc AQB ?	"To find the length of the arc AQB, we need to calculate the circumference of the quarter circle ASB and then find what fraction of that circumference is represented by the arc AQB.

Given:
- PQ = 8
- PS = 6

First, let's find the radius of the quarter circle ASB:
The diagonal PR of rectangle PQRS is also a diameter of the quarter circle. Using Pythagorean theorem:
PR^2 = PQ^2 + PS^2
PR^2 = 8^2 + 6^2
PR^2 = 64 + 36
PR^2 = 100
PR = √100
PR = 10

Since ASB is a quarter circle, its circumference C can be calculated as:
C = π * diameter /4
C = π * PR /4
C = π * 10 /4
C = (5/2)π

Now, to find the length of arc AQB which is one-fourth of this circumference:
Length of arc AQB= (1/4) * C 
Length of arc AQB= (1/4) * (5/2)π 
Length of arc AQB= (5/8)π"
"In a village, there are four tribes located at different distances from each other. Tribe R is 60 miles away from Tribe P; Tribe S 40 miles away from Tribe B and Tribe R is 10 miles nearer to the Tribe S than it is to Tribe Q.
How far is the Tribe S located from the tribe P ?"	"Given:
- Tribe R is 60 miles away from Tribe P.
- Tribe S is 40 miles away from Tribe B.
- Tribe R is 10 miles nearer to the Tribe S than it is to Tribe Q.

Let's denote the distance between Tribes as follows:
- Distance between Tribes R and P = RP = 60 miles
- Distance between Tribes S and B = SB = 40 miles
- Distance between Tribes R and Q = RQ
- Distance between Tribes S and Q = SQ

From the information given, we have:
RP - RQ = RS - RQ
60 - RQ = RS - (RS - SQ)
60 - RQ = SQ

Since we know that SB (distance between S and B) is equal to 40 miles, we can substitute this into our equation:
SQ + SB = QB
SQ + 40 = QB

Now, substituting back into our previous equation, we get:
60 - RQ = SQ
RQ + SQ + 40= QB + SQ 
RQ + (60-RQ) + 40= QB +(60-RB)

Solving these equations simultaneously,
Rearranging terms in first equation gives: 
RQ+"
A 2 metre broad pathway is to be constructed around a rectangular plot on the inside. The area of the plots is 96 sq.m. The rate of construction is Rs. 50 per square metre. Find the total cost of the construction?	"Given:
Area of the rectangular plot = 96 sq.m
Width of the pathway = 2 m

Let the length of the rectangular plot be x meters. Then, its width would be (x - 4) meters (since a 2-meter pathway is constructed around it).

The total area including the pathway can be calculated as:
Total area = Area of plot + Area of pathway
Total area = (x)(x-4) + 96

Since we know that Total area = x(x-4) + 96 and given that Rate of construction is Rs.50 per square meter, we can calculate the total cost by multiplying Total area with rate.

Now, substituting x(x-4) + 96 for Total area in terms of x:
Total cost = Rs.50 * [x(x-4) + 96]

To find x, we use the fact that Area of plot is equal to length times width:
x(x - 4) = 96
Expanding this equation gives us: 
x^2 - 4x - 96 =0
Factoring this quadratic equation gives us: 
(x -12)(x+8)=0
This yields two possible solutions: x=12 or x=-8

"
John needs to mix a cleaning solution in the following ratio: 1 part bleach for every 4 parts water. When mixing the solution, John makes a mistake and mixes in half as much bleach as he ought to have. The total solution consists of 36 ml. How many ml of bleach did John put into the solution?	"To find out how many ml of bleach John put into the solution, we first need to determine the correct ratio of bleach to water based on the given information.

Given:
- The correct ratio is 1 part bleach for every 4 parts water.
- John mixes in half as much bleach as he should have.
- The total solution consists of 36 ml.

Let x be the amount of bleach that should have been added. Since John made a mistake and mixed in half as much bleach, he actually added x/2 ml of bleach.

According to the correct ratio, the total number of parts in the mixture is 1 (bleach) + 4 (water) = 5 parts.

Now we can set up an equation based on the total volume of the solution:

x/2 + 4x = 36

Solving for x:
x/2 + 4x = 36
Multiply by 2 to get rid of fraction: 
x + 8x =72
Combine like terms: 
9x =72
Divide by 9: 
x=8

Therefore, John should have added 8 ml of bleach into the solution. 

Answer: A)9"
Of the new vehicles registered in a week, 300 were neither SUVs nor were they powered by diesel. 3/4th of the SUVs registered were diesel powered and there were half as many SUVs as there were non SUVs. If SUVs not powered by diesel were a sixth of non SUVs not powered by diesel, how many vehicles V registered in the week were powered by diesel?	"Let's break down the information given in the question:

Let:
- Total vehicles registered in a week be V
- Number of SUVs be S
- Number of non-SUVs be N
- Number of diesel-powered vehicles be D

From the information given:
1. 300 vehicles were neither SUVs nor diesel-powered, so N = 300.
2. There were half as many SUVs as there were non-SUVs, so S = N/2.
3. 3/4th of the SUVs registered were diesel-powered, so D = (3/4)*S.
4. SUVs not powered by diesel were a sixth of non-SUVs not powered by diesel, which means (S - D) = (1/6)*(N - D).

Now we can substitute the known values into these equations and solve for D:

Substitute N = 300 into S = N/2: S = 300/2 => S = 150.

Substitute S = 150 into D = (3/4)*S: D = (3/4)*150 => D=112.5.

Substitute N=300 and D=112.5 into (S - D) = (1/6)*("
Bill owns a large collection of fishing lures consisting of small, medium, and large lures that weigh 3, 4, and 5 grams each, respectively. If the product of the lure weights that Bill sold to his friend is 216,000 grams, how many medium lures did he sell?	"Given:
- The weights of the small, medium, and large lures are 3 grams, 4 grams, and 5 grams respectively.
- The product of the lure weights that Bill sold to his friend is 216,000 grams.

Let's denote the number of small lures as x, the number of medium lures as y, and the number of large lures as z.

We can set up an equation based on the given information:
3x * 4y * 5z = 216,000

Simplify this equation:
60xyz = 216,000
xyz = 3,600

Since we are looking for the number of medium lures (y), which have a weight of 4 grams each:
y = total weight / (weight per medium lure)
y = 3,600 / 4
y = 900

Therefore, Bill sold a total of **900 medium lures** to his friend.

Answer: B)5"
A wire is cut into three equal parts. The resulting segments are then cut into 6, 8, and 10 equal parts, respectively. If each of the resulting segments has an integer length, what is the minimum length of the wire?	"Given that the wire is cut into three equal parts, let's denote the length of each part as x.

After cutting the first part into 6 equal segments, each segment will have a length of x/6.
After cutting the second part into 8 equal segments, each segment will have a length of x/8.
After cutting the third part into 10 equal segments, each segment will have a length of x/10.

Since all resulting segments have an integer length, it means that x must be divisible by 6, 8, and 10. Therefore, we need to find the least common multiple (LCM) of 6, 8, and 10 to determine the minimum length of the wire.

Calculating LCM(6, 8, 10):
Prime factorization:
- \(6 = 2 *3\)
- \(8 =2^3\)
- \(10 =2*5\)

LCM(6, 8 ,10) = \(2^3 *3*5=120\).

Therefore,
x = LCM(6 ,8 ,10) =120

So,
Rationale: The minimum length of the wire is found to be 120 units.
Answer: There is no"
An engineering student has to secure 36% marks to pass. He gets 130 marks and fails by 14 marks. The maximum number of marks obtained by him is?	"Given:
Passing marks = 36%
Marks secured by the student = 130
Student fails by 14 marks

Let x be the maximum number of marks obtainable.

To calculate the passing marks:
Passing Marks = 36% of x
Passing Marks = (36/100) * x

Since the student secured 130 marks and failed by 14, we can set up an equation:
(36/100) * x - 14 = 130

Solving for x:
(36/100) * x = 130 + 14
0.36x = 144
x = 144 / 0.36
x ≈ 400

Therefore, the maximum number of marks obtainable is approximately equal to 400.

Answer: B)400"
A soda can, in the shape of a circular cylinder, is 3/4 full of soda. If the volume of soda in the can is 72π cubic inches and the diameter of the can is 8 inches, then what is the height, in inches, of the can?	"Given:
- Volume of soda in the can = 72π cubic inches
- Diameter of the can = 8 inches
- The can is 3/4 full of soda

Let's first find the radius of the circular cylinder using the diameter provided:
Radius (r) = Diameter / 2 = 8 / 2 = 4 inches

The volume V of a cylinder is given by V = πr^2h, where r is the radius and h is the height.

Since the can is only 3/4 full, we need to find out how much volume corresponds to this amount. 
Volume when it's completely full: V_full = π(4)^2h
Volume when it's 3/4 full: V_3/4_full = (3/4) * π(4)^2h

Given that V_3/4_full equals to 72π cubic inches, we have:
(3/4) * π(16)h = 72π
12πh = 72π
h = 6

Therefore, the height of the can is h=6 inches.

Options:['A)1.5', 'B)3', 'C)4', 'D)4"
In a city, 20% of the population travels by car, 50% travels by bus and 10% travels by both car and bus. Then, the percentage of the population that travels by either car or bus is...	"To find the percentage of the population that travels by either car or bus, we can use the principle of inclusion-exclusion.

Let:
- A = Percentage of population traveling by car
- B = Percentage of population traveling by bus
- C = Percentage of population traveling by both car and bus

Given:
A = 20%
B = 50%
C = 10%

The formula for the percentage of the population that travels by either car or bus is:
(A + B) - C

Substitute the given values into the formula:
(20% + 50%) - 10%
= 70% - 10%
= 60%

Therefore, the percentage of the population that travels by either car or bus is 60%.

Answer: C)60%"
Terry has some oranges. Out of that, 4% were thrown away, 80% of the remaining oranges were sold and he is now left with 48 oranges. What was the initial number of oranges with him?	"Let's denote the initial number of oranges Terry had as x.

1. 4% of the oranges were thrown away, so (4/100)*x = 0.04x oranges were thrown away.
2. After throwing away 4%, Terry is left with (100 - 4)% = 96% of the oranges, which is equivalent to 80% of the remaining oranges being sold. So, he is left with 96% - 80% = 16% of the initial number of oranges.
3. We are given that Terry is now left with 48 oranges, which represents 16% of the initial number: 
   Therefore, we have: 
   \(0.16x =48\)
   Solving for x:
   \(x=48/0.16=300\)

Therefore, the initial number of oranges Terry had was 300.

Therefore,
Answer: C)300"
Three quarts of a bleaching chemical, Minum, contains 5 percent hydrogen peroxide and water. A different type of bleaching chemical, Maxim, which contains 20 percent hydrogen peroxide, will be mixed with the three quarts of Minum. How much of type Maxim should be added to the three quarts of Minum so that the resulting mixture contains 10 percent hydrogen peroxide?	"Given:
- Minum contains 5% hydrogen peroxide.
- Maxim contains 20% hydrogen peroxide.
- The resulting mixture should contain 10% hydrogen peroxide.

Let x be the amount of Maxim (in quarts) to be added to the three quarts of Minum.

Rationale:
- The amount of hydrogen peroxide in Minum = 5% of 3 quarts = 0.05 * 3 = 0.15 quarts.
- The amount of hydrogen peroxide in Maxim = 20% of x quarts = 0.2x quarts.
- The total amount of the resulting mixture is (3 + x) quarts.
- To find the concentration of hydrogen peroxide in the resulting mixture, we set up an equation:

(0.15 + 0.2x) / (3 + x) = 0.10

Solving this equation will give us the value of x, which represents how much Maxim should be added to achieve a mixture with a concentration of 10% hydrogen peroxide.

Answer: B)3.75 quarts"
The total weight of a tin and the cookies it contains is 2 pounds. After 3/4 of the cookies are eaten, the tin and the remaining cookies weigh 0.8 pounds. What is the weight of the empty tin in pounds?	"Let's denote the weight of the empty tin as x pounds and the total weight of the cookies as y pounds.

Given:
1. x + y = 2 (total weight of a tin and cookies is 2 pounds)
2. After eating 3/4 of the cookies, the remaining weight is 0.8 pounds: x + (1/4)y = 0.8

We can solve these two equations simultaneously to find the values of x and y.

From equation 1:
x = 2 - y

Substitute this into equation 2:
2 - y + (1/4)y = 0.8
Multiplying by 4 to clear fractions:
8 - 4y + y = 3.2
Rearranging terms:
-3y = -4.8
Dividing by -3 on both sides:
y = 1.6

Now, substitute back into x = 2 - y:
x = 0.4

Therefore, the weight of the empty tin is x = **0.4** pounds.

Answer: C)0.4"
In how many ways to choose a group of 3 people from 6 couples so that no couple is chosen	"To solve this problem, we can first choose 3 people from the 12 individuals (6 couples) and then divide by 3! to account for the different ways of arranging the chosen group since order doesn't matter.

Let's calculate it step by step:

1. Choose 3 people from the 12 individuals: This can be done in C(12, 3) ways.
   C(n, r) = n! / (r!(n-r)!), where n is the total number of items and r is the number of items to choose.
   C(12, 3) = 12! / (3!(12-3)!) = 220 ways.

2. Divide by 3! to account for different arrangements within the group:
   There are 3! = 6 ways to arrange a group of three people.

Now, let's find out how many groups of three people can be formed without any couple being chosen:

Total ways = C(12, 3) / 3!
Total ways = 220 / 6
Total ways = **36**

Therefore, there are **36** ways to choose a group of three people from six couples so that no couple is chosen.

Answer: A)60"
There are 6 multiple choice questions in an examination. How many sequences of answers are possible, if the first three questions have 4 choices each and the next three have 5 each?	"To find the total number of sequences of answers possible, we need to multiply the number of choices for each question.

For the first three questions with 4 choices each, there are \(4 \times 4 \times 4 = 64\) possible sequences.

For the next three questions with 5 choices each, there are \(5 \times 5 \times 5 = 125\) possible sequences.

Therefore, the total number of sequences of answers possible is \(64 \times 125 = 8000\).

Answer: D)8000"
Eesha has a wheat business. She purchases wheat from a local wholesaler of a particular cost per pound. The price of the wheat of her stores is $3 per kg. Her faulty spring balance reads 0.9 kg for a KG. Also in the festival season, she gives a 10% discount on the wheat. She found that she made neither a profit nor a loss in the festival season. At what price did Eesha purchase the wheat from the wholesaler ?	"Given:
Price of wheat in Eesha's store = $3 per kg
Faulty spring balance reads 0.9 kg for a true 1 kg

Let's assume the cost price of wheat per pound from the wholesaler is x dollars.

To find out at what price Eesha purchased the wheat from the wholesaler, we need to consider the following steps:

1. Convert the cost price from pounds to kilograms:
Since her faulty spring balance reads 0.9 kg for a true 1 kg, this means she actually gets 0.9 kg for every x dollars spent.
So, cost price per kilogram = x / 0.9

2. Calculate how much she paid for each kilogram of wheat:
If she buys at a rate of x / 0.9 dollars per kilogram and sells at $3 per kilogram with a 10% discount during the festival season (which results in no profit or loss), then her selling price during the festival season would be $3 * (1 - 10%) = $2.70.

Since there is no profit or loss, her buying price should equal her selling price after applying the discount.
Therefore, x / 0.9 = $2.70

Now"
A train does a journey without stopping for 8 hours. If it had traveled 5 km an hour faster, it would have done the journey in 6 hours 40 min. What is its slower speed?	"Given:
- Let the original speed of the train be x km/hr.
- The time taken at the original speed = 8 hours.
- If the train had traveled 5 km/hr faster, its new speed would be (x + 5) km/hr.
- The time taken at the increased speed = 6 hours and 40 minutes = 6.67 hours.

Using the formula: Distance = Speed * Time

At original speed:
Distance = x km/hr * 8 hr

At increased speed:
Distance = (x + 5) km/hr * 6.67 hr

Since both distances are equal:

x * 8 = (x + 5) * 6.67
8x = 6.67x +33.35
1.33x=33.35
x=25

Therefore, the slower speed of the train is x = 25 kmph.

Answer: B)25 kmph"
The spherical ball of lead 3 cm in diameter is melted and recast into 3 spherical balls. The diameters of two of these are 1 1/2 cm and 2 cm respectively. The diameter of third ball is?	"To solve this problem, we need to understand that the volume of a sphere is proportional to the cube of its radius. 

Given:
- The original lead ball has a diameter of 3 cm, so its radius is 1.5 cm.
- After melting and recasting, it forms three spherical balls.

Let's denote the diameter of the third ball as x cm. Therefore, its radius will be x/2 cm.

According to the conservation of volume:
Volume of original ball = Volume of three new balls
4/3 * π * (1.5)^3 = 4/3 * π * (0.75)^3 + 4/3 * π * (1)^3 + 4/3 * π * (x/2)^3

Solving this equation will give us the value of x, which is the diameter of the third ball.

Now let's calculate it step by step:

1. Calculate the volumes on both sides:
(4/3)π(1.5)^3 = (4/3)π(0.75)^3 + (4/3)π(1)^3 + (4/9)π(x^3)
14.137 = 0.528 + 4."
A rope can make 70 rounds of the circumference of a cylinder whose radius of the base is 14cm. how many times can it go round a cylinder having radius 20 cm?	"Given:
Radius of the first cylinder, r1 = 14 cm
Number of rounds on the first cylinder, n1 = 70

Let's find the circumference of the first cylinder:
Circumference = 2 * π * r1
Circumference = 2 * 3.14 * 14
Circumference ≈ 87.92 cm

Now, let's find how many times the rope can go around a cylinder with radius 20 cm.

Radius of the second cylinder, r2 = 20 cm

Let x be the number of rounds on the second cylinder.
We know that for both cylinders, the length of rope used is constant.

So,
Number of rounds on second cylinder, n2 = x

The circumference for both cylinders will be equal:
2 * π * r1 * n1 = 2 * π * r2 * n2
87.92 * 70 = 125.6x
6154.4 ≈125.6x
x ≈6154.4 /125.6 
x ≈49 

Therefore, it can make approximately 49 rounds around a cylinder with a radius of 20 cm.

Answer: B)49"
The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?	"Given:
Let the speed of the steamer be S and the speed of the current be C.
When going upstream, the effective speed is (S - C) and when going downstream, it is (S + C).

Rationale:
1. The time taken to travel from A to B upstream is 5 hours. So, distance = 5(S - C).
2. The time taken to travel from B to A downstream is 3 hours. So, distance = 3(S + C).

Calculations:
Distance between A and B = Distance between B and A
5(S - C) = 3(S + C)
5S - 5C = 3S + 3C
2S = 8C
S = 4C

Now, for a raft moving at the speed of the current:
Speed of raft in still water = Speed of steamer in still water (as given that they cover distances in equal times)
Raft's speed in still water = S - C
= 4C - C
= 3C

Time taken for raft to float from B to A:
Distance between B and A / Speed of raft in still water
= Distance between B and A / (3C)
= [("
Rijon is the bass player in a wedding band which has 9 musicians. When the gig is over, the manager collects the payment of $1000 from the bride and groom. The manager has a fee of $100.00 for booking the gig. How much will the manager have to give each musician in order to pay them equally?	"To find out how much each musician will receive, we first need to calculate the total amount that will be distributed among the musicians after deducting the manager's fee.

Total payment collected from bride and groom = $1000
Manager's fee = $100

Amount available for musicians = Total payment - Manager's fee
Amount available for musicians = $1000 - $100
Amount available for musicians = $900

Since there are 9 musicians in total, we divide the amount available for musicians by the number of musicians to find out how much each musician will receive.

Each musician's share = Amount available for musicians / Number of musicians
Each musician's share = $900 / 9
Each musician's share = $100

Therefore, each musician will receive $100 in order to pay them equally.

Answer: E)$100"
A test consists of two sections. The first section contains 40 questions and the second section contains 80 questions. If a student answered 70 percent of all the questions in the test correctly and answered 60 percent of the questions in the second section correctly, what percent of the questions did the student answer in the first section correctly?	"To find the percentage of questions answered correctly in the first section, we need to calculate the total number of questions answered correctly in both sections and then determine what percentage of those correct answers come from the first section.

Let's start by calculating the total number of questions answered correctly:
Total questions in first section = 40
Total questions in second section = 80

The student answered 70% of all questions correctly, so:
Total questions answered correctly = 70% of (40 + 80) = 0.70 * (40 + 80) = 0.70 * 120 = 84

Next, let's find out how many questions were answered correctly in the second section:
Questions answered correctly in second section = 60% of 80 = 0.60 * 80 =48

Now, to find out how many questions were answered correctly in the first section:
Questions answered correctly in first section = Total correct answers - Correct answers in second section
Questions answered correctly in first section= Total correct answers - Questions answered correctly in second Section
Questions Answered Correctly In First Section=84-48=36

Finally, we can calculate what percentage of the questions did the student answer in the first section correctly:
Percentage of Questions Answer"
A merchant has three different types of milk: 435 liters, 493 liters and 551 liters. Find the least number of casks of equal size required to store all the milk without mixing.	"To find the least number of casks of equal size required to store all the milk without mixing, we need to find the greatest common divisor (GCD) of the given quantities.

Given milk quantities: 435 liters, 493 liters, and 551 liters

Step 1: Find the GCD of two of the quantities first:
GCD(435, 493) = 29

Step 2: Find the GCD of this result with the third quantity:
GCD(29, 551) = 29

Therefore, the least number of casks needed to store all three types of milk without mixing is equal to their greatest common divisor which is 29.

Answer: A)51"
The population of a city increases at the rate of 4% per annum. There is an additional annual increase of 1% in the population due to the influx of job seekers. Therefore, the % increase in the population after 2 years will be :	"To calculate the total percentage increase in the population after 2 years considering both the 4% annual increase and the additional 1% increase due to job seekers, we can use the concept of compound interest formula for percentage increase.

Let's denote:
- Initial population as P
- Annual rate of increase without job seekers as r1 = 4%
- Additional annual rate of increase due to job seekers as r2 = 1%

After one year, the population will be:
P + (r1/100)*P + (r2/100)*P = P*(1 + r1/100 + r2/100)

After two years, the population will be:
(P*(1 + r1/100 + r2/100))*(1 + r1/100 + r2/100)
= P*(1.04)*(1.01) [Expanding]

Therefore, % Increase in Population after 2 years = [(Final Population - Initial Population) / Initial Population] * 100
= [(P*1.04*1.01 - P) / P] * 100
= [(P*1.0504 - P) / P] * 100
= (0.0504 / 10) * "
In your study are displayed your 5 favourite puzzle books. If you decide to arrange the five books in every possible combination and moved just one book every minute, how long would it take you ?	"To solve this question, we need to calculate the total number of ways the 5 books can be arranged and then convert that into minutes.

Given that there are 5 books, the total number of ways they can be arranged is given by 5 factorial (5!). 

So, \( 5! = 5 \times 4 \times 3 \times 2 \times 1 = 120 \) ways.

Since you move one book every minute, it would take you a total of 120 minutes to go through all possible combinations.

Converting this into hours:
\(120\text{ minutes} = \frac{120}{60} = 2\text{ hours}\)

Therefore, the answer is:

Answer: B)2 hours"
A cheerleading squad practices 1 hour a day from Monday through Thursday for a competition on Saturday. How many hours would they need to practice on Friday in order to have practiced an average of 2 hours a day over the 5 days from Monday through Friday?	"To find the average hours of practice per day over 5 days, we can first calculate the total hours they need to practice in those 5 days and then divide by 5.

Given:
- They practice 1 hour a day from Monday through Thursday, so that's 4 days.
- They have a competition on Saturday, which is the fifth day.
- Let x be the number of hours they need to practice on Friday.

Total hours needed for 5 days = Total days * Average hours per day
Total hours needed for 5 days = 5 * 2 = 10

Total hours practiced from Monday through Thursday = 4 * 1 = 4

Therefore, the total additional hours needed on Friday to meet the average is:
10 - (hours practiced from Monday through Thursday) = x
10 - 4 = x
x =6

So, they would need to practice for an additional **6** hours on Friday in order to have practiced an average of **2** hours a day over the **5** days.

Therefore, Answer: C)6"
A certain business printer can print 100 characters per second, which is 5 times faster than an average printer. If an average printer can print 4 times faster than an electric typewriter, how many characters per minute can an electric typewriter print?	"Given:
- Business printer speed = 100 characters per second
- Business printer is 5 times faster than an average printer
- Average printer speed = 100/5 = 20 characters per second
- Average printer is 4 times faster than an electric typewriter

Let's calculate the speed of the electric typewriter:
Electric typewriter speed = 20/4 = 5 characters per second

To find out how many characters per minute the electric typewriter can print, we need to convert its speed from seconds to minutes:
Characters per minute = (5 characters/second) * (60 seconds/minute) = 300 characters per minute

Therefore, the answer is:
Answer: A) 300"
50% of all high school students hate roller coasters; the rest love them. 20% of those students who love roller coasters own chinchillas. What percentage of students love roller coasters but do not own a chinchilla?	"To find the percentage of students who love roller coasters but do not own a chinchilla, we can break down the information given in the question:

Let's assume there are 100 high school students:
- 50% hate roller coasters, so 50% love them.
- Out of those who love roller coasters (50 students), 20% own chinchillas.

Now, to find out how many students love roller coasters but do not own a chinchilla:
Number of students who love roller coasters and own chinchillas = 20% of 50 = 0.20 * 50 = 10
Number of students who love roller coasters but do not own chinchillas = Total number loving roller coasters - Number owning chinchillas
= 50 - 10
= 40

Therefore, out of the total number of high school students (100):
40 students love roller coasters but do not own a chinchilla.

So, the percentage of students who love roller coasters but do not own a chinchilla is:
(40/100) * 100% = **40%**

Therefore,
**Answer: B) 40%**"
The binary representation of 0.6875 is ?	"To convert a decimal number to binary, we can use the following steps:

1. Multiply the decimal number by 2.
2. Take the integer part of the result as a bit in the binary representation.
3. Repeat step 1 with the fractional part and continue until the fractional part becomes zero or until you have enough bits.

Let's convert 0.6875 to binary:

0.6875 * 2 = 1.375 -> The integer part is 1, so our first bit is 1.
Fractional part: 0.375

0.375 * 2 = 0.75 -> The integer part is 0, so our next bit is 0.
Fractional part: 0.75

Continue this process:
0.75 * 2 = 1.5 -> Bit: 1
Fractional part: 0.5

0.5 * 2 = 1 -> Bit: 1
Fractional Part: 0

Therefore, the binary representation of the given decimal number is 10110.

Answer: B).10110"
A letter has to be printed 100 lines with 80 character, if the same letter is printed with 40 characters per line, how many lines will it have?	"Given:
- A letter has to be printed 100 lines with 80 characters.
- The same letter is printed with 40 characters per line.

Let's calculate the total number of characters in the first case:
Total characters = 100 lines * 80 characters/line

Now, we need to find out how many lines will be needed if each line contains 40 characters. 

To find this, we can use the formula:
Number of lines = Total characters / Characters per line

Rationale: 
In the first case, there are 100 lines with each line containing 80 characters. So, the total number of characters is 100 * 80 = 8000.

Now, if each line contains only 40 characters in the second case, then the number of lines needed would be:
Number of lines = Total characters / Characters per line
Number of lines = 8000 / 40
Number of lines =200

Therefore, Answer: A)200"
The sum of 3rd and 15th elements of an arithmetic progression is equal to the sum of the 6th, 11th and 13th elements of the same progression. Then, which element of the series should necessarily be equal to zero ?	"Let's denote the first term of the arithmetic progression as \( a \) and the common difference as \( d \).

The formula for the nth term of an arithmetic progression is given by:
\[ T_n = a + (n-1)d \]

Given that the sum of the 3rd and 15th elements is equal to the sum of the 6th, 11th, and 13th elements:
\[ T_3 + T_{15} = T_6 + T_{11} + T_{13} \]

Substitute in the formulas for these terms:
\[ (a+2d) + (a+14d) = (a+5d) + (a+10d) + (a+12d) \]
\[ Simplifying: 2a + 16d = 3a + 27d \]
\[ Rearranging: a = -11d \]

Since we have found that \( a = -11d \), this means that all terms in this arithmetic progression are multiples of -11. Therefore, necessarily, the element which should be equal to zero is when n is such that \( a+(n-1)d = -11(n-1)d = 0\).

Therefore"
A printer started its work at 8.15 a.m and ended its work at 9.20 p.m. It was interrupted twice for the time duration of 42 min. It can print 100 instructions per hour. Approximate how many instructions it printed?	"Given:
- The printer started at 8:15 a.m. and ended at 9:20 p.m., which is a total of \(13\) hours and \(5\) minutes.
- The printer was interrupted twice for \(42\) minutes each time, so the total interruption time is \(2 \times 42 = 84\) minutes or \(1\) hour and \(24\) minutes.

To find the total effective working time of the printer:
\(13\) hours and \(5\) minutes - \(1\) hour and \(24\) minutes = \(11\) hours and \(41\) minutes

Now, we need to calculate how many instructions the printer can print in this effective working time:
\(11\frac{41}{60}\) hours * 100 instructions/hour = \(\frac{701}{6} * 100 = \frac{70100}{6} \approx 11683.333\)

Therefore, the approximate number of instructions printed by the printer is approximately 1168.333.

Answer: B)1168.333"
At an amusement park, tom bought a number of red tokens and green tokens. Each red token costs $0.05, and each green token costs $0.14. If Tom spent a total of exactly $2.06, how many token in total did Tom buy?	"Let the number of red tokens Tom bought be \( x \) and the number of green tokens be \( y \).

The total cost can be represented by the equation:
\[ 0.05x + 0.14y = 2.06 \]

Given that the total cost is $2.06, we need to find integer values for \( x \) and \( y \) that satisfy this equation.

To solve this system of equations, we can use trial and error method or substitution method to find suitable values for \( x \) and \( y \).

Let's start with a reasonable value for one of the variables, say let's assume Tom bought all red tokens:
\[ 0.05x = 2.06 \]
\[ x = 2.06 / 0.05 = 41.2\]

Since we cannot have a fraction of a token, let's try another approach by assuming he bought all green tokens:
\[ 0.14y = 2.06\]
\[ y = 2.06 / 0.14 ≈14.\]

Now let's try different combinations until we reach exactly $2.06 spent:

For example,
- If Tom buys all red tokens (41), then he would"
An accurate clock shows 7 o'clock in the morning. The hour hand then rotates by 90o. The time in the clock is:	"To solve this problem, we need to understand that in a 12-hour clock, the hour hand moves 30 degrees every hour. So, for every 90 degrees it moves, it corresponds to a movement of \( \frac{90}{30} = 3 \) hours on the clock.

Given that the clock shows 7 o'clock in the morning and then the hour hand rotates by 90 degrees, we need to calculate how many hours have passed.

Calculating: 
7 o'clock + 3 hours = 10 o'clock

Therefore, after rotating by 90 degrees, the time on the clock is **10 o'clock**.

So, Answer: B)10 o'clock"
If the volume of a tank is 4,120 cubic centimeters, what is the volume of the tank in cubic meters? (1 centimeter = 0.01 meter)	"Given:
Volume of the tank = 4,120 cubic centimeters
1 centimeter = 0.01 meter

To find the volume of the tank in cubic meters, we need to convert cubic centimeters to cubic meters.

Step 1: Convert the volume from cubic centimeters to cubic meters.
Volume in cubic meters = Volume in cubic centimeters * (1 cm^3 / 1000000)
Volume in cubic meters = 4120 * (1/1000000) 
Volume in cubic meters = 0.00412

Therefore, the volume of the tank is 0.00412 cubic meters.

Answer: B) 0.00412"
How many parallelograms will be formed if 7 parallel horizontal lines intersect 6 parallel vertical lines?	"To find the number of parallelograms formed when 7 parallel horizontal lines intersect 6 parallel vertical lines, we can use the formula:

Number of parallelograms = (number of ways to choose 2 horizontal lines) * (number of ways to choose 2 vertical lines)

First, let's calculate the number of ways to choose 2 horizontal lines out of 7. This can be done using combinations which is denoted by ""C(n, r)"" and calculated as n! / [r! * (n-r)!].

Number of ways to choose 2 horizontal lines out of 7:
C(7, 2) = 7! / [2!(7-2)!] = (7*6) / (2*1) = 21

Next, let's calculate the number of ways to choose 2 vertical lines out of 6:
C(6, 2) = 6! / [2!(6-2)!] = (6*5) / (2*1) =15

Now, multiply these two values together to get the total number of parallelograms formed:
Total number of parallelograms = Number of ways to choose 2 horizontal lines * Number of ways to choose 
   "
