question	answers
"Fernando Alonso and Sebastian Vettel go for a car race. Before the start of race, both of them have the exactly same amount of fuel in their respective cars. With the given fuel Fernando can drive continuously for 4 hours while Vettel can drive 1 hour more.
After some time they realize that amount of fuel left in Sebastian car is 4 times the fuel in Fernando car.
For long have they been racing ?"	"Rationale: Let's assume that Fernando can drive at a rate of \( x \) fuel units per hour and Vettel can drive at a rate of \( y \) fuel units per hour.

Given that Fernando can drive continuously for 4 hours, the amount of fuel he has is \( 4x \).
Vettel, on the other hand, can drive for 1 more hour than Fernando, so his total driving time is 5 hours. The amount of fuel Vettel has is \( 5y \).

It's given that after some time they realize that the amount of fuel left in Sebastian's car is 4 times the fuel in Fernando's car:
\[ 5y = 4(4x) \]
\[ 5y =16x \]

Now we need to find how long they have been racing. This would be when both cars had equal amounts of fuel left:
\[ (4 - t)x = (5 - t)y \]
where \( t \) represents the time they've been racing.

Substitute the values from above into this equation:
\[ (4 - t)x = (5 - t)(\frac{16}{5}x) \]
Solve for \( t \):
\[ (4-t)x ="
Kelly finished 30th in a marathon race. if he was the 65th slowest in the race, how many runners were in the race?	 A)90
One side of a rectangular field is 4 m and its length along diagonal is 5 m. What is the area of the field?	 A
Equal quantities of three mixtures of milk and water are mixed in the ratio 1:2, 2:3 and 3:4. The ratio of water and milk in the mixture is:	 A)193:122
My company's funding allows for 5 employees. The proposed offer is $315,000 to distribute evenly to the workers, but they employees are demanding $65,000 each. How much more money does the company need to offer to pay all the workers this amount?	 A) $10,000
In 1978, a kg of paper was sold at Rs25/-. If the paper rate increases at 1.5% more than the inflation rate which is 6.5% a year, then what will be the cost of a kg of paper after 2 years?	 E
Find the cost of carpeting a room 13 m long and 9 m broad with a carpet 75 cm wide at the rate of Rs. 12.40 per square metre.	"Rationale: 
First, we need to find the area of the room that needs to be carpeted. The room is 13m long and 9m broad, so the total area is \(13 \times 9 = 117\) square meters.

Next, we need to consider the width of the carpet which is given as 75 cm or 0.75 m. So, when carpeting a room with a width of 0.75 m, each strip will cover an area of \(13 \times 0.75 = 9.75\) square meters.

Now, we calculate how many such strips are needed to cover the entire length of the room:
\(\frac{117}{9.75} = 12\)

Therefore, we need 12 strips of carpet along the length of the room.

The cost per square meter is given as Rs.12.40.
So, for covering one strip (9.75 sq.m), it would cost \(9.75 \times Rs.\)12.40

Hence, for covering all twelve strips:
\(12 \times (9.75 \times Rs.\)12.40)

Calculating this gives us:
\(12 \times (1192) = Rs.\)"
The ratio of a numerator to denominator is 2:3. If six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction. Find the numerator.'	"Rationale: Let's denote the numerator as 2x and the denominator as 3x. 

Given that if six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction:
(2x - 6) / (3x) = (2/3)

Cross multiply to solve for x:
3(2x - 6) = 2 * 3x
6x - 18 = 6x
-18 = 0

This equation has no solution, which means there might be a mistake in setting up or interpreting the problem."
"At a casino, gamblers spin a number-wheel containing positive, two-digit numbers. If the gambler bets on a prime number, he/she will win 2 times their bet, if the wheel shows that number. If the gambler bets on a non-prime number, he/she only wins half their bet, if the wheel shows that number. If a gambler won $100, which of the choices is possible?
I. bet $50 on 11
II. bet $50 on 21
III. bet $200 on 89"	"Rationale: 
To solve this problem, we need to determine the outcomes of each bet and see which one is possible based on the given conditions.

Let's analyze each option:
I. Betting $50 on 11:
- 11 is a prime number, so if the wheel shows 11, the gambler will win 2 times their bet.
- Possible outcome: Gambler wins $100 (2 * $50) if the wheel shows 11.

II. Betting $50 on 21:
- 21 is not a prime number, so if the wheel shows 21, the gambler will only win half their bet.
- Possible outcome: Gambler wins $25 (0.5 * $50) if the wheel shows 21.

III. Betting $200 on 89:
- Since we know that gamblers spin a number-wheel containing positive two-digit numbers and prime numbers are two-digit numbers, it's not possible for them to bet on a three-digit number like 89 in this scenario.

Therefore, based on our analysis:
- Option I (betting $50 on 11) results in winning exactly $100.
- Option II (betting $50 on 21) results in winning only $25.
- Option III ("
"One day in December 2015, three 2-digit prime numbers A, B and C, were
given to three members of a High School math team: Ashley, Beth, and Caitlin (respectively).
They had this conversation:
Ashley: \If you two add your numbers, we get precisely today's date!""
Beth: \If you two add your numbers, we get my birthday this month, which was before today.""
Caitlin: \If you two add your numbers, we get my birthday this month, which is after today.""
What number did Caitlin get?"	 D)19
John spent 72% of his budget on fruits ( including apples) , and 36% of his budget on apples. What percent of the money spent on Fruits were not spent on apples.	 E
In a group of 18 children, there are twice as many girls as boys, and twice as many right-handed people as there are left-handed people. If a sixth of the boys are left-handed, how many girls are right-handed?	 A)1
A car is moving at the speed of 60 km per one hour. What is the time elapsed after traveling 130 km?	 A)2.16 hr
A farmer is trying to grow the largest pumpkin for the county fair. He estimates that in one month he will grow his current largest pumpkin by 35 percent. A traveling salesman offers him a plant fertilizer that is guaranteed to help grow the pumpkin an additional 5 percent. If the salesman's product works, what is the total percentage increases the farmer will achieve with his pumpkin in one month.	 A)41.75%
Company X receives 16 applications for a job, 6 of which are from present employees of the company. If 3 of the applicants are to be hired, including exactly one of the applicants who is not a present employee of the company, how many distinct groups of applicants can be selected?	 B
The measures of the interior angles taken in order of a polygon form an arithmetic sequence. The least measurement in the sequence is 850. The greatest measurement is 2150. Find the number of sides in the given polygon	 A)6
An oculist charges $30.00 for an eye examination, frames, and glass lenses, but $48.00 for an eye examination, frames, and plastic lenses. If the plastic lenses cost four times as much as the glass lenses, how much do the glass lenses cost?	" D) $6

Test Question: A rectangular garden is 24 meters long and 18 meters wide. If a path of uniform width is built around this garden increasing its area by 108 square meters, what is the width of the path?
O: ['A)2', 'B)3', 'C)4', 'D)5', 'E)6']"
A salon spa loyalty program magazine charges a $250 program fee. In light of new tax laws, the price is planned to be increased by $40. If the program could lose 400 subscribers thereafter and still collect the same revenue as it did before, how many subscribers did the magazine have last year?	 A)2000
A picks a number from the bag where the bag consists of numbers from {1,2....23} and puts it in the same bag. Now, another person B picks a number from the bag. Find the probability that A has picked a greater number than B?	"Rationale: 
Let's consider the possible outcomes when A picks a number from the bag. There are 23 numbers in total, and each number has an equal probability of being picked by A.

1. If A picks the number 1, then there are 22 numbers left in the bag.
2. If A picks the number 2, then there are still 22 numbers left in the bag.
3. This pattern continues until if A picks the number 23, then there is only one number left in the bag.

Therefore, for each number that A picks, there are (23 - 1) = 22 numbers that B can pick which are less than what A picked.

So, total favorable outcomes = 22 * 23 (since there are 23 possible numbers that could be picked by A)

Total possible outcomes = Total ways to pick a number from {1,2,...23} twice = $^{23}C_1 \times ^{24}C_1$

Now we can calculate the probability:

Probability = Favorable outcomes / Total outcomes
Probability = (22 * 23) / ($^{23}C_1 \times ^{24}C_1)
Probability = (506) / (552)
Probability"
Ram has 12 pennies. He lost 5 of his pennies, how many does he have now?	 C
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	"Rationale: Let's break down the information given in the question:
- Green lizard travels from green cave to blue cave in 72 minutes.
- Blue lizard can travel from blue cave to green cave in 25% less time, which is \(0.25 \times 72 = 18\) minutes less than the green lizard.

Now, let's denote:
- Time taken by the blue lizard to travel from blue cave to green cave as \(x\) minutes.
- Time taken by the green lizard to pass the middle line after starting as \(y\) minutes.

Given that the green lizard started traveling 5.5 minutes before the blue lizard, we can set up an equation based on their relative speeds:

\(\frac{y + 5.5}{72} = \frac{y}{x}\)

Since we know that blue lizard takes 18 minutes less than green lizard for a similar distance:

\(x = 72 - 18 = 54\) minutes

Substitute this value of \(x\) into our equation and solve for \(y\):

\(\frac{y + 5.5}{72} = \frac{y}{54}\)

Solving this equation gives us \(y = \frac{216}{11} \"
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	 C
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	 C)28
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	 A) $27
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	 E
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	 B)60%
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	 D)12 hr
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	"Rationale: Let's assume the number of boys in the school is x. Since there are twice as many girls as boys, the number of girls would be 2x.

Each girl bows to other girls, boys, and their teacher. So each girl makes (2x + x + 1) = 3x+1 bows.

Similarly, each boy bows to other girls, boys, and their teacher. So each boy makes (2x + 2) = 2x+2 bows.

Given that each day 900 bows are completed:
Total number of bows made by girls + Total number of bows made by boys = Total number of bows completed
(3x+1)*2x + (2x+2)*x = 900
Solving this equation:
6x^2 + 2x + 4x^2 + 4 = 900
10x^2 + 6x -896 =0

Now we need to solve this quadratic equation to find the value of x which represents the number of boys in the school.
By solving this equation using a quadratic formula or factoring method, we get x ≈ -18 or x ≈8.96

Since the number of boys cannot be negative and"
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	"Rationale: Let's denote the rate at which the hot water tap fills the tub as H, and the rate at which the cold water tap fills the tub as C. We can calculate their rates based on how long each tap takes to fill the tub individually.

From given information:
Hot water tap fills in 6 hours -> Rate of hot water tap (H) = 1/6
Cold water tap fills in 4 hours -> Rate of cold water tap (C) = 1/4

When both taps are open simultaneously, their rates add up:
Combined rate = H + C = 1/6 + 1/4 = 5/12

Now, we need to consider that while both taps are filling the tub, the lid is also emptying it. The lid empties in 13 hours, so its rate is -1/13 (negative because it's removing water).

Net rate when all three are working together:
Net rate = Combined rate - Lid's emptying rate
Net rate = 5/12 - 1/13
Net rate = (65 - 12) /156
Net rate = 53 /156

Time needed to fill the bathtub with all three working together:
Time = 1 /"
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	 [A)7]
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	 D) $359.90
At a company meeting, M men and W women meet in a conference room. If the ratio of men to women is 2:3 at the meeting and the conference room can hold no more than 64 people, then what is the maximum number of women who can be at the meeting?	 B)36
A password needs to contain 2 letters and 3 numbers. How many different passwords are possible if repetition of letters and numbers is allowed?	 A)676000
In a end-of-season sale, the prices at a store have been cut to 90%. How many dollars would a $50 item cost?	 A) $5
